dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Bhuna Qeema With Khara Masala (Minced Meat With Whole Spices),4,3300,[Main Dishes],Indian,"['minced beef', 'onion', 'garlic clove', 'fresh ginger', 'red chili powder', 'salt', 'cumin seed', 'coriander seed', 'cinnamon stick', 'peppercorn', 'black cardamom pod', 'clove', 'yoghurt', 'red chili pepper', 'cilantro leaf', 'mint', 'green chilies']"
Indian Spiced Chickpeas,5,2400,,Indian,"['chickpea', 'olive oil', 'curry powder', 'allspice', 'ground clove', 'cayenne pepper', 'ground ginger', 'sea salt', 'cinnamon']"
Curry Cauliflower Rice and Quinoa,4,1500,[Side Dishes],Indian,"['cauliflower', 'coconut oil', 'carrot', 'diced onion', 'minced garlic', 'ginger', 'water', 'cooked quinoa', 'frozen pea', 'curry powder', 'cardamom', 'garam masala', 'tamari soy sauce', 'sea salt', 'cracked black pepper', 'red pepper flake', 'chopped cilantro', 'sliced green onion']"
Curried Ground Turkey with Potatoes,5,3600,[Main Dishes],Indian,"['vegetable oil', 'meat', 'chopped onion', 'garlic clove', 'red chili pepper', 'ginger', 'water', 'salt', 'garam masala', 'tumeric', 'cumin', 'ground coriander', 'yukon gold potato', 'plum tomato', 'frozen pea', 'chopped cilantro']"
Indian Chickpea Curry (Garbanzos),4,1500,[],Indian,"['onion', 'chickpea', 'garlic clove', 'fresh ginger', 'salt', 'curry powder', 'olive oil', 'medium tomato', 'water']"
INDIAN CHOLE,4,2100,[],Indian,"['chickpea', 'garlic', 'onion', 'red bell pepper', 'diced tomato', 'ginger', 'coconut milk', 'cayenne pepper', 'coriander powder', 'tumeric', 'ground cardamom', 'ground clove', 'vegetable oil', 'garam masala', 'mustard seed', 'salt']"
Indian Butter Chicken,5,3600,[Main Dishes],Indian,"['onion', 'ginger', 'minced garlic', 'jalapeno chilies', 'olive oil', 'garam masala', 'chili powder', 'ground cardamom', 'ground coriander', 'tomato paste', 'chicken broth', 'heavy cream', 'bay leaf', 'boneless skinless chicken breast', 'pepper', 'salt', 'butter', 'lime wedge', 'chopped cilantro', 'basmati rice']"
DAL FRY,4,2700,,Indian,"['yellow lentil', 'onion', 'ginger', 'green chile', 'garlic clove', 'tomato', 'ground turmeric', 'chili powder', 'garam masala', 'fenugreek leaf', 'cumin seed', 'butter', 'salt', 'cilantro leaf']"
West Indian Lamb Curry,3,5400,[Main Dishes],Indian,"['boneless lamb', 'curry powder', 'kosher salt', 'ground ginger', 'black pepper', 'white onion', 'scallion', 'garlic clove', 'fresh ginger', 'allspice berry', 'thyme sprig', 'extra virgin olive oil', 'potato', 'carrot', 'pepper', 'cooked white rice', 'lime wedge', 'mango chutney', 'cilantro leaf']"
Bengali Cholar Dal - Sweet and Spicy Lentils,4,3000,[],Indian,"['chana dal', 'cream of coconut', 'ghee', 'cumin seed', 'garlic', 'bay leaf', 'green chilies', 'red chili pepper', 'onion', 'tumeric', 'chopped garlic', 'ginger', 'garam masala', 'raisin', 'salt', 'sugar']"
South Indian Fish Curry Recipe-Recipe for Fish Curry,4,2700,[Main Dishes],Indian,"['fish', 'rice', 'jeera', 'fenugreek seed', 'chana dal', 'oil', 'green chilies', 'garlic paste', 'onion', 'tomato', 'grated coconut', 'red chili powder', 'ground turmeric', 'salt', 'curry leaf', 'tamarind pulp', 'cilantro leaf']"
Indian Aloo Gobi (Potato and Cauliflower Curry),4,3000,[Side Dishes],Indian,"['cauliflower', 'medium potato', 'black mustard seed', 'oil', 'fenugreek seed', 'cumin seed', 'onion', 'dried red chile pepper', 'ground turmeric', 'green chile', 'ground coriander', 'ground cumin', 'fresh coriander', 'salt']"
"Thakkali Dosa - 2, Tomato Dosa - 2",4,3000,,Indian,"['rice', 'chopped tomato', 'red chili powder', 'ground cumin', 'mustard seed', 'cumin seed', 'black gram', 'asafoetida', 'curry leaf', 'coriander', 'salt']"
Malvani Sukha Mutton,3,2700,[Main Dishes],Asian,"['mutton', 'ground turmeric', 'asafoetida', 'ginger paste', 'garlic paste', 'onion', 'garam masala', 'coconut', 'red chili pepper', 'bay leaf', 'cinnamon stick', 'oil']"
Indian-Style Spicy Yogurt Marinade,3,900,,Indian,"['coarse sea salt', 'ground black pepper', ' yogurt plain', 'extra virgin olive oil', 'garam masala', 'garlic', 'fresh ginger']"
Cucumber Raita,4,300,,Indian,"['cucumber', 'yoghurt', 'garam masala', 'chili powder']"
Crockpot Butter Chicken,3,2700,[Main Dishes],Indian,"['oil', 'boneless chicken thigh', 'onion', 'garlic', 'tomato paste', 'curry powder', 'curry paste', 'cayenne', 'tandoori spice', 'garam masala', 'green cardamom pod', 'coconut milk', 'plain yogurt', 'salt', 'pepper', 'frozen pea']"
"Bread Uttapam, South Indian Snack",4,900,[],Indian,"['white bread', 'coarse semolina', 'all purpose flour', 'yoghurt', 'salt', 'cumin seed', 'bell pepper', 'tomato', 'green chilies', 'ginger', 'cilantro', 'oil']"
Paneer Makhani (Indian Cheese In Creamy Sauce),4,1500,,Indian,"['garam masala', 'chili powder', 'cumin seed', 'ground turmeric', 'sugar', 'salt', 'butter', 'paneer', 'tomato', 'cream', 'cilantro leaf', 'onion']"
Indian Chickpea Dip,3,1200,[Appetizers],Indian,"['chickpea', 'light sour cream', 'chutney', 'yellow mustard', 'curry powder', 'salt', 'chopped cilantro']"
Lamb Saag â Lamb and Spinach Curry,4,4200,[Main Dishes],Indian,"['tomato', 'ginger', 'garlic', 'bay leaf', 'cardamom pod', 'cinnamon stick', 'onion', 'green chilies', 'lamb', 'ground coriander', 'garam masala', 'frozen spinach', 'fresh coriander']"
Tandoori Chicken Recipe - Grilled Chicken With Spiced Yogurt Marinade,4,13500,[Main Dishes],Indian,"['chicken', 'plain yogurt', 'lemon', 'chili powder', 'ground cumin', 'coriander powder', 'garlic paste', 'garam masala', 'salt', 'fenugreek leaf', 'ground cinnamon']"
Zero Oil Chicken Tikka Masala,3,6300,[Main Dishes],Indian,"['boneless chicken skinless thigh', 'yoghurt', 'garlic paste', 'ginger paste', 'ground cumin', 'chili powder', 'hot chili powder', 'coriander powder', 'ground turmeric', 'garam masala', 'salt', 'tomato', 'onion', 'clove', 'green chilies', 'red chili pepper', 'cashew nut', 'white poppy seed', 'bay leaf', 'cinnamon stick', 'cardamom', 'tomato ketchup', 'red chili powder', 'kasuri methi', 'cream']"
Indian Yellow Dal,4,4200,,Indian,"['yellow split pea', 'water', 'diced tomato', 'oil', 'cumin seed', 'onion', 'garlic', 'ground coriander', 'tumeric', 'cayenne pepper', 'salt', 'butter', 'cilantro leaf']"
Easy Indian Naan Bread,4,11400,[Breads],Indian,"['all purpose flour', 'salt', 'instant yeast', 'milk', 'plain greek yogurt', 'sugar', 'ground cardamom', 'ground turmeric', 'ghee']"
Saag Aloo,3,1800,[Main Dishes],Indian,"['potato', 'olive oil', 'onion', 'garlic clove', 'ginger', 'cumin seed', 'black mustard seed', 'ground cumin', 'ground coriander', 'tumeric', 'garam masala', 'chili powder', 'vegetable stock', 'spinach leaf', 'red chili pepper', 'lime']"
Kerala Spiced Peas,5,1200,[],Indian,"['ghee', 'cumin seed', 'mustard seed', 'coriander', 'ground cardamom', 'thai chile', 'onion', 'frozen pea', 'fresh ginger', 'garlic clove', 'salt', 'pepper', 'lemon', 'cilantro']"
Indian Curried Poached Eggs,4,1500,[Breakfast and Brunch],Indian,"['curry powder', 'ground coriander', 'ground turmeric', 'ground cumin', 'ground pepper', 'salt', 'buttered toast', 'egg']"
Healthy Paneer Makhani,3,3600,[],Indian,"['tomato', 'onion', 'clove', 'green chilies', 'red chili pepper', 'cashew nut', 'white poppy seed', 'bay leaf', 'cinnamon stick', 'cardamom', 'oil', 'butter', 'tomato ketchup', 'garam masala', 'kasuri methi', 'salt', 'yoghurt', 'paneer']"
"Punjabi Chole Recipe, Chana Masala",4,31200,,Indian,"['kabuli channa', 'oil', 'onion', 'tomato', 'ginger piece', 'garlic clove', 'green chilies', 'salt', 'chili powder', 'ground turmeric', 'coriander powder', 'ground cumin', 'masala', 'cilantro leaf', 'cinnamon stick', 'bay leaf']"
No Fry Indian Pakoras,3,1500,[Appetizers],Indian,"['chickpea flour', 'rice flour', 'green chilies', 'ginger', 'purple onion', 'oil', 'asafetida', 'chopped cilantro', 'salt', 'olive oil spray']"
Kara Kondakadalai Sundal (Chickpeas Masala Sundal),3,1800,,Indian,"['chickpea', 'salt', 'red chili pepper', 'curry leaf', 'oil', 'mustard seed', 'urad dal', 'coconut', 'coriander seed', 'black peppercorn']"
Indian Chicken Tikka,4,3900,[],Indian,"['curry powder', 'boneless chicken skinless thigh', 'fresh ginger', 'garlic clove', 'lemon juice', 'tomato paste', 'ground cumin', 'ground coriander', 'yoghurt', 'paprika']"
"Lentil, Chard & Sweet Potato Curry",3,2700,[Main Dishes],Indian,"['onion', 'garlic clove', 'jalapeno chilies', 'fresh ginger', 'curry powder', 'garam masala', 'tumeric', ' vegetable broth', 'sweet potato', 'yellow lentil', 'vegan yogurt', 'lime', 'swiss chard', 'black salt', 'ground black pepper']"
Falafel,3,2100,[],Indian,"['chickpea', 'onion', 'fresh parsley', 'garlic', 'flour', 'salt', 'cumin', 'ground coriander', 'black pepper', 'cayenne pepper', 'ground cardamom', 'vegetable oil']"
Aloo Palak (Indian Potatoes & Spinach),4,3300,[Side Dishes],Indian,"['garlic', 'spinach', 'onion', 'fresh ginger', 'waxy potato', 'green chilies', 'ghee', 'tumeric', 'garam masala', 'cumin seed', 'ground cumin', 'ground coriander', 'salt', 'cream']"
Grilled Chicken Tikka,3,6300,[Main Dishes],Indian,"['chicken thigh fillet', 'garlic paste', 'garam masala', 'ground cumin', 'ground turmeric', 'plain yogurt', 'chili powder', 'cilantro leaf', 'oil', 'lemon slice']"
Pineapple Raita,5,1200,,Indian,"['plain whole milk yogurt', 'pineapple', 'cardamom', 'chili powder', 'salt', 'black pepper']"
Ragda Patties ( Potato Patties with Spicy White Peas Gravy),4,3300,[],Indian,"['potato', 'garlic paste', 'green chilies', 'ground turmeric', 'coriander powder', 'ground cumin', 'chat masala', 'garam masala', 'bread crumb', 'salt', 'pea', 'onion', 'tomato', 'cumin seed', 'chili powder', 'tamarind pulp', 'cilantro leaf']"
Pomegranate Mint Raita,4,1200,,Indian,"['chobani yogurt', 'salt', 'ground cumin', 'mint', 'pomegranate seed', 'mint leaf']"
Indian-Spiced Roasted Squash Soup,3,3780,[Soups],Indian,"['yellow onion', 'carrot', 'garlic clove', 'butternut squash', 'acorn squash', 'olive oil', 'black pepper', 'water', 'madras curry powder', 'garam masala', 'ground red pepper', 'lower sodium chicken broth', 'kosher salt', 'greek yogurt', 'honey']"
Chai (Indian Tea),4,1500,[Beverages],Indian,"['water', 'ground cardamom', 'sugar', 'ginger root', 'loose black tea', 'milk']"
Indian Saffron Rice,4,1500,[Side Dishes],Indian,"['saffron', 'boiling water', 'butter', 'long grain white rice', 'salt']"
Easy Chicken Biryani,3,2100,[Main Dishes],Indian,"['sunflower oil', 'onion', 'chicken breast', 'lemon juice', 'garam masala', 'chili powder', 'salt', 'basmati rice', 'garlic clove', 'fresh ginger', 'chicken stock', 'fresh coriander']"
Indian Cabbage and Potato Fry,4,2400,,Indian,"['vegetable oil', 'cabbage', 'onion', 'medium potato', 'mustard seed', 'cumin seed', 'coriander powder', 'ground turmeric', 'dry coconut', 'salt', 'coriander']"
Indian Chicken Tikka Masala,4,3900,[Main Dishes],Indian,"['boneless skinless chicken', 'lemon juice', 'plain yogurt', 'ground red pepper', 'ground cumin', 'cinnamon', 'black pepper', 'minced ginger', 'salt', 'bamboo shoot', 'garlic clove', 'unsalted butter', 'jalapeno chilies', 'ground coriander', 'garam masala', 'paprika', 'tomato sauce', 'whipping cream', 'chopped cilantro fresh']"
Mutton Masala Recipe Hyderabadi,4,3600,[Main Dishes],Indian,"['mutton', 'oil', 'onion', 'garlic paste', 'salt', 'chili powder', 'ground turmeric', 'coriander seed', 'cumin seed', 'tomato', 'yoghurt', 'cilantro leaf', 'masala', 'garam masala']"
Red Lentil and Spinach Masala,4,2700,[Main Dishes],Indian,"['olive oil', 'purple onion', 'garlic clove', 'fresh ginger', 'serrano pepper', 'ground cumin', 'garam masala', 'coriander', 'diced tomato', 'sea salt', 'coconut milk', 'red lentil', 'baby spinach']"
Indian Potatoes with Mustard Seeds (Sookhi Bhaji),4,2700,[Side Dishes],Indian,"['onion', 'chilli', 'cumin seed', 'brown mustard seed', 'ground coriander', 'tumeric', 'medium potato', 'ground cumin', 'cayenne pepper', 'chopped cilantro fresh', 'salt']"
Slow Cooker Tikka Masala,4,22200,[Main Dishes],Indian,"['boneless skinless chicken breast', 'onion', 'garlic', 'fresh ginger', 'tomato pur e', 'plain greek yogurt', 'olive oil', 'garam masala', 'cumin', 'paprika', 'salt', 'cinnamon', 'black pepper', 'cayenne pepper', 'bay leaf', 'half half', 'corn starch', 'rice', 'chopped cilantro']"
Zucchini and Tomato Curry,5,2400,[Main Dishes],Indian,"['canola oil', 'brown mustard seed', 'cumin seed', 'onion', 'zucchini', 'serrano chile', 'ground coriander', 'diced tomato in juice', 'salt']"
Raw banana fry recipe | Vazhakkai fry,4,2100,,Indian,"['banana', 'chili powder', 'ground turmeric', 'asafoetida', 'salt', 'oil', 'mustard seed', 'urad dal', 'curry leaf']"
Shami Kabab,4,3300,[],Asian,"['minced meat', 'gram flour', 'oil', 'onion', 'garlic paste', 'ground turmeric', 'cilantro leaf', 'mint', 'garam masala', 'green chilies', 'red chili powder', 'salt', 'jeera']"
Tandoori Chicken,4,2700,[Main Dishes],Indian,"['chicken leg', 'yoghurt', 'ground turmeric', 'chili powder', 'coriander powder', 'ground cumin', 'garam masala', 'garlic paste', 'lemon', 'salt', 'food colouring', 'oil', 'melted butter', 'onion', 'cilantro', 'chicken']"
Curried Cumin Potatoes,4,2100,[Side Dishes],Indian,"['new potato', 'olive oil', 'cumin seed', 'ground turmeric', 'curry powder', 'sea salt', 'ground black pepper', 'chopped cilantro fresh']"
Saffron Rice,4,3600,[Side Dishes],Indian,"['butter', 'diced onion', 'long grain white rice', 'water', 'parsley flake', 'saffron thread', 'yellow food coloring']"
Indian-Style Potatoes (Khatta Aloo),4,2400,,Indian,"['ground cumin', 'vegetable oil', 'cumin seed', 'caraway seed', 'purple onion', 'ground coriander', 'hot pepper', 'garlic', 'tumeric', 'fresh ginger', 'new potato', 'cayenne pepper', 'chopped fresh mint', 'fresh coriander', 'salt', 'lime juice', 'black pepper']"
Quinoa Cauliflower Biryani. Vegan Glutenfree,4,3900,[Main Dishes],Indian,"['quinoa', 'green cardamom', 'brown cardamom', 'clove', 'cinnamon stick', 'bay leaf', 'water', 'salt', 'oil', 'purple onion', 'green chilies', 'ginger', 'chopped garlic', 'cumin seed', 'cinnamon', 'garam masala', 'ground turmeric', 'red chili powder', 'cauliflower', 'cream', 'apple cider vinegar', 'fresh pea', 'raw cashew', 'raisin', 'dried cranberry', 'cilantro leaf', 'mint leaf', 'saffron']"
Indian Classics - Tandoori Chicken (Tandoori Spiced Chicken Drumsticks),4,2700,[Main Dishes],Indian,"['chicken drumstick', 'oil', 'plain yogurt', 'tandoori spice', 'chili powder', 'garlic', 'ginger', 'garam masala', 'lemon', 'salt', 'lemon slice', 'chutney', 'raita']"
Indian Fish Coconut Curry,5,2100,[Main Dishes],Indian,"['fish fillet', 'vegetable oil', 'onion', 'fresh ginger', 'garlic', 'tomato', 'garam masala', 'chili powder', 'salt', 'ground black pepper', 'coconut milk', 'water', 'chili pepper']"
Red Cabbage Zucchini Chana Dal,3,2100,[],Indian,"['red cabbage', 'zucchini', 'bengal gram', 'oil', 'onion', 'garlic', 'dried red chile pepper', 'red chili powder', 'garam masala', 'tomato', 'mustard seed', 'cumin seed', 'ground turmeric', 'coriander powder', 'masala', 'asafetida', 'amchur', 'salt', 'cilantro leaf']"
Indian Saffron Chicken,4,3000,[Main Dishes],Indian,"['chicken piece', 'saffron', 'onion', 'ghee', 'chili pepper', 'gingerroot', 'ground cardamom', 'garlic', 'salt']"
Aromatic Beef Curry,3,1800,[Main Dishes],Indian,"['ghee', 'braising steak', 'onion', 'garlic clove', 'ground cumin', 'ground coriander', 'ground turmeric', 'ground black pepper', 'chili powder', 'ground ginger', 'clove', 'cardamom pod', 'ground cinnamon', 'chopped tomato', 'yoghurt', 'vinegar', 'salt', 'sugar']"
Dal Makhani,4,3900,[],Indian,"['urad dal', 'red kidney bean', 'cumin seed', 'garlic clove', 'gingerroot', 'garam masala', 'cream', 'red chili powder', 'butter', 'tomato', 'onion', 'oil', 'salt']"
Mint Raita,4,600,,Indian,"['yoghurt', 'milk', 'mint sauce', 'garam masala']"
Coconut Rice,4,2100,[Side Dishes],Indian,"['long grain rice', 'diced onion', 'coconut milk', 'water', 'fresh ginger root', 'curry powder', 'salt']"
Vermicelli Raita,4,1500,,Indian,"['roasted vermicelli', 'onion', 'cucumber', 'tomato', 'green chilies', 'coriander', 'pomegranate', 'ground cumin', 'paprika', 'black salt', 'salt', 'chaat masala', 'curd', 'lemon juice', 'oil', 'mustard seed', 'curry leaf']"
Vegetable Tikka Masala,4,3600,[Main Dishes],Indian,"['paneer', 'bell pepper', 'onion', 'baby corn', 'roasted bell pepper', 'peeled tomato', 'greek yogurt', 'minced garlic', 'minced ginger', 'mustard oil', 'kasuri methi', 'masala', 'garam masala', 'tumeric', 'red chili powder', 'black salt', 'cilantro', 'cooking oil', 'salt']"
Shami Kabab,4,3600,,Indian,"['mutton', 'water', 'bengal gram', 'green cardamom', 'cinnamon stick', 'red chili powder', 'salt', 'ground turmeric', 'garlic paste', 'green chilies', 'black cumin seed', 'coriander', 'oil']"
Indian Roasted Red Lentil Soup,4,5100,[Soups],Indian,"['ground ginger', 'black pepper', 'curry powder', 'ground cumin', 'cumin seed', 'sesame seed', 'vegetable oil', 'black mustard seed', 'finely chopped onion', 'chopped celery', 'minced garlic', 'red lentil', 'water', 'diced tomato', 'carrot', 'vegetable broth', 'salt']"
Squash & Red Lentil Curry,4,2400,[Main Dishes],Indian,"['canola oil', 'diced onion', 'garlic', 'fresh ginger', 'curry powder', 'butternut squash', 'red lentil', 'fresh tomato', 'salt', 'water', 'lite coconut milk', 'lime wedge', 'chopped cilantro fresh']"
Dhal Makhani,4,2400,[],Indian,"['dhal', 'rajma', 'vegetable oil', 'cumin seed', 'onion', 'ginger', 'garlic clove', 'fresh tomato', 'green chilies', 'ground turmeric', 'chili powder', 'coriander seed', 'garam masala', 'fenugreek', 'salt', 'butter', 'cilantro leaf']"
Bengali Bhetki Fish Curry,4,2700,[Main Dishes],Indian,"['barramundi', 'onion', 'tomato', 'cumin seed', 'mustard seed', 'red chili pepper', 'cinnamon', 'cardamom', 'clove', 'curry leaf', 'mustard oil', 'garam masala', 'salt', 'tumeric', 'ground cumin', 'coriander powder', 'sugar', 'potato', 'cauliflower', 'yellow onion', ' tomato', 'bay leaf', 'cardamom pod', 'garlic paste', 'red chili powder', 'water']"
Chicken Vindaloo,4,6600,[Main Dishes],Indian,"['chicken thigh', 'diced onion', 'red chili pepper', 'garlic', 'ginger', 'white wine vinegar', 'mixed spice', 'clove', 'cardamom', 'cinnamon', 'peppercorn', 'cumin', 'ground turmeric', 'mustard seed', 'diced potato', 'olive oil', 'salt']"
Pomegranate Raita,4,600,,Indian,"['greek yogurt', 'cumin', 'jaggery', 'pomegranate seed', 'cucumber', 'salt']"
Puli inji / Inji Puli / Inji Curry,4,2700,,Indian,"['ginger', 'mustard seed', 'curry leaf', 'ground turmeric', 'asafoetida', 'tamarind', 'warm water', 'green chilies', 'jaggery', 'coconut oil', 'salt']"
Indian Spiced Rice,4,2400,[Side Dishes],Indian,"['long grain rice', 'sliced green onion', 'garlic clove', 'butter', 'garam masala', 'salt', 'ground red pepper', 'water']"
Vegan Bombay Potatoes and Peas,4,2700,[Main Dishes],Indian,"['oil', 'cumin seed', 'mustard seed', 'purple onion', ' tomato', 'garlic', 'ginger', 'tumeric', 'cayenne', 'ground coriander', 'ground cumin', 'garam masala', 'medium potato', 'salt', 'water', 'pea', 'chopped cilantro']"
